ID,Name,Title,Category,Product Type,Chemistry,Chemistry Confidence,Industry,Description,Features,Applications,Specifications,Technical Details,Image URL,PDF Links
"os37","OS37 – ACETOXY SILICONE","OS37 – ACETOXY SILICONE","SEAL","Sealant","Silicone","Medium","construction","ForzaSEAL® OS37 is a single-part moisture cure RTV silicone sealant that is widely used in Construction, Automotive, and Industrial applications.","Acetoxy Silicone; High Performance; Weather Resistant; Industrial Grade","Industrial Acetoxy Silicone Sealing; Equipment Sealing; Manufacturing; General Sealing","type: Acetoxy Silicone Sealant; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.2 g/cm³; pH: Neutral; color: Clear to Light Amber; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os37.png","/TDS/1. Industrial/OS37/TDS/FOR EMAIL FORZA _V1_OS37_TDS_IndustrialSealant_5.2.2025.pdf; /TDS/1. Industrial/OS37/TDS/FORZA _V1_OS37_TDS_IndustrialSealant_5.2.2025.pdf"
"os61","OS61 SELF-LEVELING PERFORMANCE POLYMER","OS61 – SELF-LEVELING PERFORMANCE POLYMER","SEAL","Sealant","Silicone","Medium","construction","ForzaSEAL® OS61 is a self-leveling performance polymer designed for a variety of sealing applications.","Self-Leveling; Performance Polymer; Smooth Surface; High Performance","Self-Leveling Industrial Sealing; Equipment Sealing; Manufacturing; Smooth Surface Sealing","type: Self-Leveling Performance Polymer Sealant; viscosity: 50,000-100,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.2 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os61.png","/TDS/1. Industrial/OS61/TDS/FOR EMAIL FORZA_V1_OS61_TDS Industrial Polymer_5.6.25.pdf; /TDS/1. Industrial/OS61/TDS/FORZA_V1_OS61_TDS Industrial Polymer_5.6.25.pdf"
"os61-adhesive","OS61 – HIGH PERFORMANCE SEMI SELF-LEVELING ADHESIVE / SEALANT","OS61 – HIGH-PERFORMANCE SEMI SELF-LEVELING ADHESIVE/ SEALANT","SEAL","Adhesive","Silicone","Medium","construction","ForzaBOND™ OS61 is a one-component, flexible sealant engineered for contraction/expansion joints and seams in roofs and decks.","High Performance; Semi Self-Leveling; Adhesive/Sealant; Versatile","High Performance Industrial Sealing; Equipment Sealing; Manufacturing; Adhesive/Sealant Applications","type: High Performance Semi Self-Leveling Adhesive/Sealant; viscosity: 100,000-200,000 cps; solids: 100%; flashPoint: Non-Flammable; potLife: Unlimited; cureTime: 24-72 hours; temperatureRange: -40°F to +200°F; Compatible with: Metal, Glass, Plastic, Wood, Concrete, Ceramic","density: 1.3 g/cm³; pH: Neutral; color: Gray; odor: Low; shelfLife: 12 months; storageConditions: Store at 50-80°F, keep container sealed","/product-images/os61-adhesive.png","/TDS/1. Industrial/OS61/TDS/FOR EMAIL FORZA_V1_OS61_TDS Industrial Polymer_5.6.25.pdf; /TDS/1. Industrial/OS61/TDS/FORZA_V1_OS61_TDS Industrial Polymer_5.6.25.pdf"
"c-t500","C-T500 – FOAM TAPE","C-T500 – FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™ C-T500 is a foam tape used to seal against weather, dust, and vibration of equipment.","Foam Cushioning; Construction Grade; Weather Resistant; Pressure Sensitive","Construction Assembly; Industrial Bonding; Equipment Mounting; Cushioning","type: Foam Tape; thickness: 0.125"" - 0.250""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 35+ oz/in; shearStrength: 75+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/c-t500.png","/TDS/7. Construction/C-T500 (T305)/FOR EMAIL FORZA _V1_C-T500_TDSTape_5.24.24.pdf; /TDS/7. Construction/C-T500 (T305)/FORZA _V1_C-T500_TDSTape_5.24.24.pdf"
"c-t550","C-T550 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","C-T550 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™ C-T550 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","Ultra High Bond; Construction Grade; Weather Resistant; Pressure Sensitive","Construction Assembly; Industrial Bonding; Equipment Mounting; Structural Bonding","type: Double-Coated Acrylic Foam Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 60+ oz/in; shearStrength: 100+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/c-t550.png","/TDS/7. Construction/C-T550 (T205)/FOR EMAIL FORZA _V1_C-T550_TDSTape_3.5.24.pdf; /TDS/7. Construction/C-T550 (T205)/FORZA _V1_C-T550_TDSTape_3.5.24.pdf"
"c-t553","C-T553 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","C-T553 – ULTRA HIGH BOND ACRYLIC FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™ C-T553 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","Ultra High Bond; Construction Grade; Weather Resistant; Pressure Sensitive","Construction Assembly; Industrial Bonding; Equipment Mounting; Structural Bonding","type: Double-Coated Acrylic Foam Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 60+ oz/in; shearStrength: 100+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/c-t553.png","/TDS/7. Construction/C-T553 (T215)/FOR EMAIL FORZA _V1_C-T553_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T553 (T215)/FORZA _V1_C-T553_TDSTape_8.20.24.pdf"
"c-t557","C-T557 – DOUBLE-COATED ACRYLIC FOAM TAPE","C-T557 – DOUBLE-COATED ACRYLIC FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™  C-T557 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","High Bond; Construction Grade; Weather Resistant; Pressure Sensitive","Construction Assembly; Industrial Bonding; Equipment Mounting; General Bonding","type: Double-Coated Acrylic Foam Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 50+ oz/in; shearStrength: 90+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/c-t557.png","/TDS/7. Construction/C-T557 (T220)/FOR EMAIL FORZA _V1_C-T557_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T557 (T220)/FORZA _V1_C-T557_TDSTape_8.20.24.pdf"
"c-t564","C-T564 – DOUBLE-COATED PE FOAM TAPE","C-T564 – DOUBLE-COATED PE FOAM TAPE","TAPE","Coating","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™ C-T550 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","PE Foam; Construction Grade; Weather Resistant; Pressure Sensitive","Construction Assembly; Industrial Bonding; Equipment Mounting; Cushioning","type: Double-Coated PE Foam Tape; thickness: 0.125"" - 0.250""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 40+ oz/in; shearStrength: 80+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/c-t564.png","/TDS/7. Construction/C-T564 (T532)/FOR EMAIL FORZA_V1_T564_TDS_Construction_Sausage_1_31_24.pdf; /TDS/7. Construction/C-T564 (T532)/FORZA_V1_T564_TDS_Construction_Sausage_1_31_24.pdf"
"c-t731","C-T731 – DOUBLE-SIDED TAPE","C-T731 – DOUBLE-SIDED TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™ C-T731 is a high performance and versatile double-sided PET hybrid rubber based tape.","Double-Sided; Construction Grade; Weather Resistant; Pressure Sensitive","Construction Assembly; Industrial Bonding; Equipment Mounting; General Bonding","type: Double-Sided Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 45+ oz/in; shearStrength: 85+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/c-t731.png","/TDS/7. Construction/C-T731 (T465)/FOR EMAIL FORZA _V1_C-T731_TDSTape_5.23.24.pdf; /TDS/7. Construction/C-T731 (T465)/FORZA _V1_C-T731_TDSTape_5.23.24.pdf"
"c-t5100","C-T5100 – DOUBLE-COATED PET","C-T5100 – DOUBLE-COATED PET","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™ C-T5100 is a double-coated hybrid rubber based tape that bonds exceptionally well in cold, and wet climates.","PET Backing; Construction Grade; Weather Resistant; Pressure Sensitive","Construction Assembly; Industrial Bonding; Equipment Mounting; General Bonding","type: Double-Coated PET Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 50+ oz/in; shearStrength: 90+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/c-t5100.png","/TDS/7. Construction/C-T5100 (T715)/FOR EMAIL FORZA _V1_C-T5100_TDSTape_5.23.24.pdf; /TDS/7. Construction/C-T5100 (T715)/FORZA _V1_C-T5100_TDSTape_5.23.24.pdf"
"t-t415","T-T415 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","T-T415  – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaTAPE™  T-T415 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","Ultra High Bond; Transportation Grade; Weather Resistant; Pressure Sensitive","Transportation Assembly; Automotive Assembly; Industrial Bonding; Equipment Mounting","type: Double-Coated Acrylic Foam Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 60+ oz/in; shearStrength: 100+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/t-t415.png","/TDS/3. Transportation/T-T415 (T215)/FOR EMAIL FORZA _V4_T-T415_TDSTape_8.20.24.pdf"
"t-t420","T-T420 – DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","T-T420 DOUBLE-COATED ULTRA HIGH BOND ACRYLIC FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaTAPE™  T-T420 is an ultra-high bond double-coated acrylic foam tape for demanding applications.","Ultra High Bond; Transportation Grade; Weather Resistant; Pressure Sensitive","Transportation Assembly; Automotive Assembly; Industrial Bonding; Equipment Mounting","type: Double-Coated Acrylic Foam Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 60+ oz/in; shearStrength: 100+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/t-t420.png","/TDS/3. Transportation/T-T420 (T220)/FOR EMAIL FORZA _V5_T-T420_TDSTape_8.20.24.pdf"
"t-t1200","T-T1200 – FOAM GASKETING TAPE","T-T1200 – FOAM GASKETING TAPE","TAPE","Tape","Acrylic (incl. PSA)","High","transportation","ForzaBOND™ T-T1200 is a low-density foam reverse-wound thermal break tape.","Foam Gasketing; Transportation Grade; Weather Resistant; Pressure Sensitive","Transportation Assembly; Automotive Assembly; Gasketing; Equipment Mounting","type: Foam Gasketing Tape; thickness: 0.125"" - 0.250""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 40+ oz/in; shearStrength: 80+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/t-t1200.png",""
"t-t1420","T-T1420 – EXTREME SEALING TAPE","T-T1420  – EXTREME SEALING TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaTAPE™  T-T1420 is a translucent tape designed for difficult sealing applications.","Extreme Sealing; Transportation Grade; Weather Resistant; Pressure Sensitive","Transportation Assembly; Automotive Assembly; Extreme Sealing; Equipment Mounting","type: Extreme Sealing Tape; thickness: 0.125"" - 0.250""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 50+ oz/in; shearStrength: 90+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/t-t1420.png","/TDS/3. Transportation/T-T1420/FOR EMAIL FORZA _V1_T-T1420_TDSTape_8.13.24.pdf"
"t-t430","T-T430 – PE SEALING TAPE","T-T430 PE SEALING TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","transportation","ForzaTAPE™ T-T430 is a single coated PE sealing tape with an aggressive rubber based adhesive system specifically designed for applications that require very high tack, bond, and sealing properties.","PE Sealing; Transportation Grade; Weather Resistant; Pressure Sensitive","Transportation Assembly; Automotive Assembly; PE Sealing; Equipment Mounting","type: PE Sealing Tape; thickness: 0.062"" - 0.125""; width: 0.5"" - 2""; length: 36 yards per roll; temperatureRange: -40°F to +200°F; Compatible with: Metal, Plastic, Glass, Wood, Fiberglass, Composite","adhesiveType: Acrylic; foamType: Closed Cell; peelStrength: 45+ oz/in; shearStrength: 85+ psi; color: Gray; odor: Minimal; shelfLife: 24 months; storageConditions: Store at 60-80°F, keep in original packaging","/product-images/t-t430.png","/TDS/3. Transportation/T-T430/FOR EMAIL FORZA _V1_T-T430_TDSTape_03.11.2025.pdf"
"t215","T215 – ULTRA HIGH-BOND ACRYLIC FOAM TAPE","T215 – ULTRA HIGH-BOND ACRYLIC FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™® T215 is a high bond, double-coated foam tape with an acrylic adhesive.","Ultra High Bond; Acrylic Adhesive; Foam Core; Weather Resistant","Industrial Assembly; Automotive Manufacturing; Construction; Signage","type: Ultra High-Bond Acrylic Foam Tape; thickness: 0.060""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: Closed Cell Foam; peelStrength: 45 lbs/in; shearStrength: 1000+ lbs/in²; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t215.png","/TDS/1. Industrial/T215/FOR EMAIL FORZA _V7_T215_TDSTape_1.24.25.pdf; /TDS/1. Industrial/T215/FORZA _V7_T215_TDSTape_1.24.25.pdf; /TDS/2. Marine/M-T815 (T215)/FOR EMAIL FORZA _V2_M-T815_TDSTape_6.26.24.pdf; /TDS/2. Marine/M-T815 (T215)/FORZA _V2_M-T815_TDSTape_6.26.24.pdf; /TDS/3. Transportation/T-T415 (T215)/FOR EMAIL FORZA _V4_T-T415_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T553 (T215)/FOR EMAIL FORZA _V1_C-T553_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T553 (T215)/FORZA _V1_C-T553_TDSTape_8.20.24.pdf"
"t220","T220 – ULTRA HIGH-BOND ACRYLIC FOAM TAPE","T220 – ULTRA HIGH-BOND ACRYLIC FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™  T220 is a high bond, double coated foam tape with an acrylic adhesive.","Ultra High Bond; Acrylic Adhesive; Foam Core; Weather Resistant","Heavy Industrial Assembly; Automotive Manufacturing; Construction; Signage","type: Ultra High-Bond Acrylic Foam Tape; thickness: 0.080""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: Closed Cell Foam; peelStrength: 50 lbs/in; shearStrength: 1200+ lbs/in²; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t220.png","/TDS/1. Industrial/T220/FOR EMAIL FORZA _V7_T220_TDSTape_3.4.24.pdf; /TDS/1. Industrial/T220/FORZA _V7_T220_TDSTape_3.4.24.pdf; /TDS/2. Marine/M-T820 (T220)/FOR EMAIL FORZA _V3_M-T820_TDSTape_6.26.24.pdf; /TDS/2. Marine/M-T820 (T220)/FORZA _V3_M-T820_TDSTape_6.26.24.pdf; /TDS/3. Transportation/T-T420 (T220)/FOR EMAIL FORZA _V5_T-T420_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T557 (T220)/FOR EMAIL FORZA _V1_C-T557_TDSTape_8.20.24.pdf; /TDS/7. Construction/C-T557 (T220)/FORZA _V1_C-T557_TDSTape_8.20.24.pdf"
"t305","T305 – FOAM TAPE","T305 – FOAM TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE® T305 is a foam tape used to seal against weather, dust, and vibration of equipment.","High Performance; Foam Core; Weather Resistant; Easy Application","Industrial Mounting; Construction; Automotive; Signage","type: Foam Tape; thickness: 0.040""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: Closed Cell Foam; peelStrength: 35 lbs/in; shearStrength: 800 lbs/in²; temperatureRange: -30°F to +180°F; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t305.png","/TDS/1. Industrial/T305/FOR EMAIL FORZA _V2_T305_TDSTape_5.24.24.pdf; /TDS/1. Industrial/T305/FORZA _V2_T305_TDSTape_5.24.24.pdf; /TDS/6. Insulation/R-T600 (T305)/FOR EMAIL FORZA _V2_R-T600_TDSTape_9.9.24.pdf; /TDS/6. Insulation/R-T600 (T305)/FORZA _V2_R-T600_TDSTape_9.9.24.pdf; /TDS/7. Construction/C-T500 (T305)/FOR EMAIL FORZA _V1_C-T500_TDSTape_5.24.24.pdf; /TDS/7. Construction/C-T500 (T305)/FORZA _V1_C-T500_TDSTape_5.24.24.pdf"
"t350","T350 – THERMAL BREAK TAPE","T350 – THERMAL BREAK TAPE","TAPE","Tape","Acrylic (incl. PSA)","High","construction","ForzaTAPE™ T350 is a polyethylene foam tape coated with high-tack rubber adhesive.","Thermal Break; Insulating; Weather Resistant; High Performance","Thermal Insulation; Construction; Automotive; Industrial Equipment","type: Thermal Break Tape; thickness: 0.060""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: Thermal Insulating Foam; peelStrength: 40 lbs/in; shearStrength: 900 lbs/in²; temperatureRange: -40°F to +200°F; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t350.png",""
"t464","T464 – TRANSFER TAPE","T464 – TRANSFER TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™ T464 is a double-sided tape that bonds exceptionally well in cold conditions.","Transfer Adhesive; High Performance; Weather Resistant; Easy Application","Industrial Bonding; Construction; Automotive; Signage","type: Transfer Tape; thickness: 0.020""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: Transfer Adhesive; peelStrength: 30 lbs/in; shearStrength: 600 lbs/in²; temperatureRange: -30°F to +180°F; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t464.png","/TDS/1. Industrial/T464/FOR EMAIL FORZA _V3_T464_TDSTape_5.23.24.pdf; /TDS/1. Industrial/T464/FORZA _V3_T464_TDSTape_5.23.24.pdf"
"t600","T600 – FOAM GASKETING TAPE","T600 – FOAM GASKETING TAPE","TAPE","Tape","Acrylic (incl. PSA)","High","construction","ForzaTAPE™ T600 is a low-density foam reverse-wound thermal break tape.","Gasketing; Sealing; Weather Resistant; High Performance","Gasketing; Sealing; Industrial Equipment; Automotive","type: Foam Gasketing Tape; thickness: 0.080""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: Gasketing Foam; peelStrength: 45 lbs/in; shearStrength: 1000 lbs/in²; temperatureRange: -40°F to +200°F; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t600.png","/TDS/6. Insulation/R-T600 (T305)/FOR EMAIL FORZA _V2_R-T600_TDSTape_9.9.24.pdf; /TDS/6. Insulation/R-T600 (T305)/FORZA _V2_R-T600_TDSTape_9.9.24.pdf"
"t715","T715 – COLD TEMP DOUBLE-COATED TAPE","T715 – COLD TEMP DOUBLE COATED TAPE","TAPE","Tape","Acrylic (incl. PSA)","Medium","construction","ForzaTAPE™® T715 is a double-coated hybrid rubber based tape that bonds exceptionally well in cold, and wet conditions.","Cold Temperature; Double-Coated; Weather Resistant; High Performance","Cold Temperature Applications; Industrial Equipment; Automotive; Construction","type: Cold Temp Double-Coated Tape; thickness: 0.040""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: Cold Temperature Foam; peelStrength: 35 lbs/in; shearStrength: 800 lbs/in²; temperatureRange: -60°F to +150°F; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t715.png","/TDS/1. Industrial/T715/FOR EMAIL FORZA _V4_T715_TDSTape_5.23.24.pdf; /TDS/1. Industrial/T715/FORZA _V4_T715_TDSTape_5.23.24.pdf; /TDS/6. Insulation/R-T860 (T715)/FOR EMAIL FORZA _V2_R-T860_TDSTape_9.9.24.pdf; /TDS/6. Insulation/R-T860 (T715)/FORZA _V2_R-T860_TDSTape_9.9.24.pdf; /TDS/7. Construction/C-T5100 (T715)/FOR EMAIL FORZA _V1_C-T5100_TDSTape_5.23.24.pdf; /TDS/7. Construction/C-T5100 (T715)/FORZA _V1_C-T5100_TDSTape_5.23.24.pdf"
"t900","T900 – BUTYL TAPE","T900 – BUTYL TAPE","TAPE","Tape","Acrylic (incl. PSA)","High","construction","ForzaTAPE™ T900 is compounded to meet pre-engineered metal building specifications. The material is soft, resilient and easily worked by hand, yet adheres instantly to most uncleaned surfaces.","Butyl Adhesive; Sealing; Weather Resistant; High Performance","Sealing; Bonding; Industrial Equipment; Construction","type: Butyl Tape; thickness: 0.060""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Butyl; foamType: Butyl Adhesive; peelStrength: 40 lbs/in; shearStrength: 900 lbs/in²; temperatureRange: -40°F to +200°F; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t900.png",""
"t950","T950 – FSK BONDING TAPE","T950 – FSK BONDING TAPE","TAPE","Tape","Acrylic (incl. PSA)","High","construction","ForzaTAPE™ T950 is a foil/scrim/kraft (FSK) lamination coated with a cold weather solvent acrylic pressure sensitive adhesive. This tape is a FSK 2.5” disc version of 1525CW.","FSK Technology; High Performance; Weather Resistant; Specialized Application","FSK Applications; Industrial Equipment; Construction; Automotive","type: FSK Bonding Tape; thickness: 0.080""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: FSK Foam; peelStrength: 45 lbs/in; shearStrength: 1000 lbs/in²; temperatureRange: -40°F to +200°F; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t950.png",""
"t970","T970 – FOIL BONDING TAPE","T970 – FOIL BONDING TAPE","TAPE","Tape","Acrylic (incl. PSA)","High","construction","ForzaTAPE™ T970 combines a 3 mil nominal dead soft aluminum foil backing with a transparent acrylic adhesive.","Foil Backing; High Performance; Weather Resistant; Specialized Application","Foil Applications; Industrial Equipment; Construction; Automotive","type: Foil Bonding Tape; thickness: 0.060""; width: 1/2"", 1"", 2"", 3"", 4""; length: 36 yards per roll; Compatible with: Metal, Plastic, Glass, Painted Surfaces","adhesiveType: Acrylic; foamType: Foil Foam; peelStrength: 40 lbs/in; shearStrength: 900 lbs/in²; temperatureRange: -40°F to +200°F; shelfLife: 24 months; storageConditions: Store at 50-80°F, keep in original packaging","/product-images/t970.png",""
